#ID	TYPE	CLASS	INSTANCE_NAME	DESCR	EXT_LINK	COMMENT	TIME	BEGINTERVAL	ENDINTERVAL	N.ANN_DOC.USER	N.ANN_DOC.ALL	HAS_PARTS
SPE57472256847519140	EVENT	SPEECH_COGNITIVE	announce-SE - Steve Jobs	Steve Jobs , the chief executive officer of Apple Inc., announced Monday in an internal memo that he would be on medical leave for an undetermined period of time .	announce.01;announcement.01;statement.01		2011-01-17			1	1	PER19274271332322852_Arg0
ORG47040980680243697	ENTITY	ORG	Chrysler new board							1	1	
SPE40448572323080578	EVENT	SPEECH_COGNITIVE	note 6-7 may 2010 nasdaq	nasdaq noted 6-7 may 2010		MS: no er	2010-05-XX			0	1	FIN39324663297288769_Arg0
FIN39477410956507459	ENTITY	FIN	option (finance)	of Ryanair on 5 737's						0	1	
PRO56089437928481843	ENTITY	PRO	500 songs	songs held by the iPod Nano						0	1	
LOC55760546207313569	ENTITY	LOC	Apple headquarters at Cupertino	Apple HQ						0	1	
OTH36637858196861599	EVENT	OTHER	design VUA	antenna design for iPhone 4				XXXX-XX-XX		0	1	PRO36276501830687088_Arg2
GRA21010485581007276	EVENT	GRAMMATICAL	have	iPhone4 has a claimed 7h 3G						0	1	
PRO47084063845600247	ENTITY	PRO	podcast		http://dbpedia.org/resource/Podcast	GEN				0	1	
SPE40448597312017238	EVENT	SPEECH_COGNITIVE	state	the Fed stated - 2008-09-18		no er	2008-09-18			0	1	ORG39936557985692412_Arg0
ORG46393622740894528	ENTITY	ORG	Penske Automotive Group		http://dbpedia.org/resource/Penske_Automotive_Group					1	1	
ORG27982380989913573	ENTITY	ORG	Air Canada		http://dbpedia.org/page/Air_Canada					0	1	
OTH40341409575029026	EVENT	OTHER	was 30 sept	S&P 500 was in the past nine days		MS: no er		2008-09-30	2008-10-9	0	1	
OTH36720564251143638	EVENT	OTHER	sold IPhone4 FBK	sold 8 million phones		MS: no er		2010-06-15	2010-06-26	0	1	PRO36042008717728899_Arg1
OTH57300849066459258	EVENT	OTHER	reassumed S9-SE - (Steve Jobs)	Jobs returned to Apple and soon after reassumed the role of CEO 	reassume.01		XXXX-XX-XX			1	1	PER19274271332322852_Arg0
PER55736945439156701	ENTITY	PER	Mr Justice Anthony Mann	High Court Judge	http://dbpedia.org/resource/George_Mann_(judge)					0	1	
OTH40800241157826471	EVENT	OTHER	fall 30 september 2008 dow	dow fell in the past nine days		MS: no er	2008-09-30			0	1	FIN39323676120351079_Arg1
OTH40784687989297649	EVENT	OTHER	difficulty	global stock markets had difficulties - 2008-09-08		no er	2008-09-08			0	1	FIN40197049224228580_Arg1
SPE39303082634479260	EVENT	SPEECH_COGNITIVE	Tell-EHU	Fiat told US Treasury			XXXX-XX-XX			1	1	ORG37406423743094661_Arg0
ORG44062376533904195	ENTITY	ORG	RTS Stock Exchange	Russian Trading System	http://dbpedia.org/resource/Russian_Trading_System					0	1	
SPE40086026143136291	EVENT	SPEECH_COGNITIVE	statement VUA	Enders about improving safety			2009-07-30			0	1	PER27983167705351131_Arg0
ORG27980706426123893	ENTITY	ORG	Royal Air Force (RAF)		http://dbpedia.org/page/Royal_Air_Force					0	1	
FIN45380869514546561	ENTITY	FIN	banking industry							1	1	
PER39496097871844246	ENTITY	PER	102 and 21 people	people killed by Indonesian disasters						0	1	
OTH40458540822347587	EVENT	OTHER	rise 21 august 2009 ftse	ftse rose 21 august 2009		MS: no er	2009-08-21			0	1	FIN39676646219701103_Arg1
SPE39743851035151395	EVENT	SPEECH_COGNITIVE	Say-EHU	Ford said sales rose			2010-03-02			1	1	ORG37406423869806668_Arg0
OTH37313730643235203	EVENT	OTHER	issue-iPhone4-EHU	antenna issue				2010-07-XX		1	1	PRO36907219772334161_Arg0
OTH57471357879871348	EVENT	OTHER	pass-SE - (iTunes Store)	Apple Computer 's iTunes downloadable music service in February passed Wal - Mart to become the No. 1 music seller in the United States ,	pass.02		2008-02			1	1	PRO19274271475601598_Arg0
OTH37488084971821203	EVENT	OTHER	praise-iPhone4-EHU	iPhone was praised by Steve Jobs			2010-06-07			0	0	PRO36907219772334161_Arg1
ORG46394983915799970	ENTITY	ORG	Emerging Chrysler							1	1	
OTH57382178022152416	EVENT	OTHER	appearence SE - (Steve Jobs - June)	He briefly made an appearance in March and June to unveil the iPad 2 and the iCloud , an online cloud computing service .	appearance.01		2011-06			1	1	PER19274271332322852_Arg1
OTH41392785847680115	EVENT	OTHER	Name-EHU	Ford decission to name			XXXX-XX-XX			1	1	ORG37406423869806668_Arg0
PER39502783261864442	ENTITY	PER	local community	part of the 15000 attendees						0	1	
OTH39741077684724105	EVENT	OTHER	fault VUA	main fault A380 delay				XXXX-XX-XX		0	1	
OTH40458707742712776	EVENT	OTHER	close 21 august 2009 ftse	ftse closing 21 august 2009		MS: no er	2009-08-21			0	1	FIN39676646219701103_Arg1
OTH40253382579516536	EVENT	OTHER	Recover-EHU	GM recovered from bankruptcy			2010-XX-XX			1	1	ORG37406424148086837_Arg0
OTH57365937333421448	EVENT	OTHER	showed S12-SE - (Steve Jobs)	He showed videos demonstrating a drop in signal	show.01		2010-07-16			1	1	PER19274271332322852_Arg0
PRO55894280318719086	ENTITY	PRO	200 new features include in the Tiger release							0	1	
PRO46393891703192224	ENTITY	PRO	Saturn Sky		http://dbpedia.org/resource/Saturn_Sky					1	1	
PER27736869768591825	ENTITY	PER	John McCain 	senator Arizona	http://dbpedia.org/resource/John_McCain					0	1	
LOC27983802992666349	ENTITY	LOC	Everett, Washington		http://dbpedia.org/page/Everett,_Washington					0	1	
PRO55761091256683626	ENTITY	PRO	iPhone developer program							0	1	
FIN43996626857482700	ENTITY	FIN	subprime lending	subprime mortgage	http://dbpedia.org/resource/Subprime_lending					0	2	
OTH39673299541558923	EVENT	OTHER	Challenge	BoA challenge - high credit costs		MS: no er		2009-10-16		0	1	ORG39669852667789054_Arg0
SPE40454474865109913	EVENT	SPEECH_COGNITIVE	call for	Cramer called for the Fed to lower rates		no er	2007-08-03			0	1	ORG39936557985692412_Arg1
PRO39502288671329030	ENTITY	PRO	Engine	of Airbus A400						0	1	
OTH36630666357382616	EVENT	OTHER	IPhone 4 pre-orders FBK	pre-orders of IPhone 4		MS: no er		2010-06-15		0	1	PRO36042008717728899_Arg1
OTH39987549735903805	EVENT	OTHER	flight VUA	first flight A380 to Singapore			2007-10-17			0	1	PRO37154719590532628_Arg1 LOC27573365163308465_Argm-LOC
GRA21010849991881589	EVENT	GRAMMATICAL	make	iPhone4 9.3mm thick making it the tinnest						0	1	
PRO27734230348663983	ENTITY	PRO	Airbus A320 family	Includes A318/A319/A320/A321	http://dbpedia.org/resource/Airbus_A320_family					0	0	
OTH57366394295289172	EVENT	OTHER	attributed S16-SE - (Steve Jobs)	Jobs attributed the small increase to fewer iPhone 4 users putting cases on their devices .	attribute.01		2010-07-16			1	1	PER19274271332322852_Arg0
PRO55725465371074692	ENTITY	PRO	iPhone and Apple TV	iPhone and Apple TV		CONJ				0	1	
OTH57151703903477275	EVENT	OTHER	court_case SE - Beatles Apple Corps	Apple Corps lost its court case against Apple Computer			2006-05-08			1	1	ORG19274272335363621_Arg0
PRO56087535324635302	ENTITY	PRO	all-metal design (iPod)	feature of the iPod 6th generation						0	1	
ORG55760065022744487	ENTITY	ORG	Best Buy	American multinational consumer electronics corporation	http://dbpedia.org/resource/Best_Buy					0	1	
FIN39498080489558939	ENTITY	FIN	a 40 billion contract	US airtanker contract						0	1	
PRO39489240341434339	ENTITY	PRO	Federal law	of the USA						0	1	
ORG27980955745626409	ENTITY	ORG	airline (not specified)		http://dbpedia.org/page/Airline					0	0	
LOC27584295849943958	ENTITY	LOC	Changi Airport		http://dbpedia.org/page/Singapore_Changi_Airport					0	1	
OTH39755307857796053	EVENT	OTHER	cost VUA	delay A380 costs 6b			XXXX-XX-XX			0	1	ORG37154719430036883_Arg3
OTH40080274783058308	EVENT	OTHER	competition VUA	between Boeing and Northrop - USAF bid				XXXX-XX-XX	2008-02-29	0	1	ORG37154719725500990_Arg0 ORG37154720130514282_Arg1
OTH57299252999154565	EVENT	OTHER	bought S8-SE - (Steve Jobs)	In 1986 he bought Pixar which was acquired by The Walt Disney Company in 2005 .	buy.01		1986			1	1	PER19274271332322852_Arg0
FIN39675751188646842	ENTITY	FIN	other stock indices	stock indices except the DJIA						0	1	
PRO55741166301908900	ENTITY	PRO	video displayed by the iPod	video displayed by the iPod						0	1	
SPE39047959189022239	EVENT	SPEECH_COGNITIVE	State-EHU	Obama stated intent			2009-06-01			1	1	PER37406424967115208_Arg0
OTH40079090648254008	EVENT	OTHER	uphold VUA	GAO upheld Boeing's protest			2008-06-18			0	1	ORG27981991098616896_Arg0 ORG37154719725500990_Arg1
OTH21009566161676353	EVENT	OTHER	proceed	proceed development						0	1	
OTH39738462377497017	EVENT	OTHER	pull out	BoA pull out negotiations		MS: no er		2008-09-13	2008-09-14	0	1	ORG39669852667789054_Arg0
OTH39584818902961623	EVENT	OTHER	been VUA	McCain has been critic				XXXX-XX-XX		0	1	PER27736869768591825_Arg1
OTH41389326982323841	EVENT	OTHER	Affect-EHU	Chrysler affect by ongoing recession			XXXX-XX-XX			1	1	ORG37406423422624299_Arg1
OTH21002457449497248	EVENT	OTHER	placement							0	0	
OTH40783953255849013	EVENT	OTHER	fall 4 september 2008 dow	dow falls 340 points 4 september 2008		MS: no er	2008-09-04			0	1	FIN39323676120351079_Arg1
ORG39936557985692412	ENTITY	ORG	US Federal Reserve	central banking system of the US	http://dbpedia.org/resource/Federal_Reserve_System					0	3	
PRO55737517936333077	ENTITY	PRO	iPod volume	iPod volume						0	1	
SPE57386169296154269	EVENT	SPEECH_COGNITIVE	described S18-SE - (Steve Jobs)	The current Microsoft CEO Steve Ballmer also expressed condolences for Jobs and described him as 	describe.01		2011-10-05			1	1	PER19274271332322852_Arg1
OTH21003753142066880	EVENT	OTHER	is	iPhone 4 is 9.3mm						0	1	
OTH39662479817353310	EVENT	OTHER	fuel efficiency	winglets of 737 boost fuel efficiency				XXXX-XX-XX		0	1	PRO39477531737033009_Arg1
SPE40170558490989382	EVENT	SPEECH_COGNITIVE	Say-EHU	GM said small amount			XXXX-XX-XX			1	1	ORG37406424148086837_Arg0
PRO55737693170298854	ENTITY	PRO	iPod Nano and iPod Video	iPod Nano and iPod Video		CONJ				0	1	
OTH39911922606336117	EVENT	OTHER	priority VUA	top priority of Aer Lingus				2006-09-XX		0	1	
OTH36654773671058817	EVENT	OTHER	obtained FBK	gizmodo obtained an IPhone4 prototype		MS: no er	2010-04			0	1	PRO36042008717728899_Arg1
FIN44179668793765307	ENTITY	FIN	large amount of stock	stocks sold by a trader mistyping an order - 2010-05-07						0	1	
PRO47037141090380398	ENTITY	PRO	142,285 Ford units							1	1	
OTH39909780677225132	EVENT	OTHER	flight VUA	first flight of 777			1994-XX-XX			0	1	PRO37154720946869865_Arg1
OTH57356471535223902	EVENT	OTHER	took off-SE - (Steve Jobs)	He fought pancreatic cancer in 2004 and took six months off in early 2009 	take.18		2009			1	1	PER19274271332322852_Arg0
LOC45386049647712387	ENTITY	LOC	Canada and Ontario							2	2	
FIN47028040464426800	ENTITY	FIN	$ 20,000 cash payment + GM's voucher							1	1	
OTH40081949333720874	EVENT	OTHER	sign VUA	China Eastern signed contract to biu A320's			2009-06-15			0	1	ORG37154719868821189_Arg0 FIN39500172694950632_Arg1
OTH40340229436606983	EVENT	OTHER	was 18 sept 2008	S&P 500 was up 15 points 18 september 2008		MS: no er	2008-09-18			0	1	FIN39325939269459429_Arg1
OTH39663360162976689	EVENT	OTHER	reliability VUA	of 737				XXXX-XX-XX		0	1	
PRO47186241900628688	ENTITY	PRO	all devices of Apple			no er				0	1	
PRO55892527539612109	ENTITY	PRO	bulletin boards							0	1	
ORG44084909736537488	ENTITY	ORG	Yamato Life Insurance company	life insurance company in Japan	http://dbpedia.org/resource/Yamato_Life					0	1	
OTH40813516231406027	EVENT	OTHER	close 13 october 2008 dow	dow closed 13 october 2008		MS: no er	2008-10-13			0	1	FIN39323676120351079_Arg1
PRO47183691115351631	ENTITY	PRO	15 or 17 displays	Macbook pro features						0	1	
PRO55753605359932840	ENTITY	PRO	internet access	internet access on the iPhone						0	1	
PRO55893989699178275	ENTITY	PRO	Quartz	Apple user interface	http://dbpedia.org/resource/Quartz_Compositor					0	1	
PRO47182927598390158	ENTITY	PRO	Macbook line		http://dbpedia.org/resource/MacBook_family					0	1	
SPE57385078315461857	EVENT	SPEECH_COGNITIVE	farwell S10-SE - (Steve Jobs)	In part of his resignation , Jobs left this farewell 			2011-08-24			1	1	PER19274271332322852_Arg0
SPE39138111904620383	EVENT	SPEECH_COGNITIVE	State-EHU	Henderson stated envisioned bankruptcy			2009-06-01			1	1	PER37406425118763133_Arg0
OTH57125097980805701	EVENT	OTHER	founded S16-SE (Apple Corps by Beatles)	Apple Corps was founded by the Beatles in 1968 .	found.01		1968			1	1	ORG19274272335363621_Arg1
PRO47184660097499838	ENTITY	PRO	video tool	high-end tool included in iLife						0	1	
OTH40784682469932800	EVENT	OTHER	push VUA	737 development pushed back			2008-05-24			0	1	ORG37154719725500990_Arg0
OTH40009451639438359	EVENT	OTHER	win VUA	Lockheed wins JSF contest			XXXX-XX-XX			0	1	ORG27736335435583953_Arg0 ORG37154719725500990_Arg3
PRO27734476499966231	ENTITY	PRO	Airbus A320 aircraft 	member of A320 family						0	2	
OTH39745143094682731	EVENT	OTHER	Profits-EHU	Ford made profits			2009-XX-XX			0	0	ORG37406423869806668_Arg0
OTH40539731269955343	EVENT	OTHER	Focus-EHU	Gm focuses cost side			2009-05-07			1	1	ORG37406424148086837_Arg0
FIN47029590005573211	ENTITY	FIN	75,000 payment							1	1	
PRO56147251202125942	ENTITY	PRO	No 1 US music seller	Apple iTunes in 2008						0	1	
SPE39828746144529889	EVENT	SPEECH_COGNITIVE	Call-EHU	Kerkorian called on GM			XXXX-XX-XX			1	1	ORG37406424148086837_Arg1
PER45375166292155339	ENTITY	PER	John Howard		http://dbpedia.org/page/John_Howard					1	1	
OTH39907989366590408	EVENT	OTHER	have VUA	Boeing has orders			2005-04-27			0	1	ORG37154719725500990_Arg0
PER46392683046404347	ENTITY	PER	Mary Barra		http://dbpedia.org/resource/Mary_Barra					1	1	
LOC27738965165537575	ENTITY	LOC	Near space/upper atmosphere		http://dbpedia.org/resource/Near_space					0	1	
PER56156999657894347	ENTITY	PER	media and consumers	both reported about signal reception issue with iPhone 4		CONJ				0	1	
OTH40431016013142485	EVENT	OTHER	fall 7 october nasdaq	nasdaq fell 7 october 2008		MS: no er	2008-10-07			0	1	FIN39324663297288769_Arg1
FIN39499870301921717	ENTITY	FIN	USAF tanker contract							0	1	
OTH40435781877564519	EVENT	OTHER	transfer	the Fed transferred US$ 24 billion		no er	2007-08-09			0	1	ORG39936557985692412_Arg0
SPE39130414833152890	EVENT	SPEECH_COGNITIVE	Say-EHU	Press said better dealer			2009-05-14			1	1	PER37406424553414514_Arg0
OTH39907228444621325	EVENT	OTHER	orders2 VUA	Air Canada orders Boeings			2005-04-27			0	0	ORG27982380989913573_Arg0
SPE39829374500301314	EVENT	SPEECH_COGNITIVE	Announce-EHU	GM announced offer buyouts			2009-02-03			1	1	ORG37406424148086837_Arg0
OTH37246375882989743	EVENT	OTHER	hold-iPhone4-EHU	hold in a certain location				XXXX-XX-XX	XXXX-XX-XX	1	1	PRO36907219772334161_Arg1
FIN39323676120351079	ENTITY	FIN	Dow Jones Industrial Average	DJIA stock market index	http://dbpedia.org/resource/Dow_Jones_Industrial_Average	centroid entity				0	23	
OTH40348351460701335	EVENT	OTHER	gain 3 apr 2009	S&P 500 gained 3 april 2009		MS: no er	2009-04-03			0	1	FIN39325939269459429_Arg1
LOC27982687598341744	ENTITY	LOC	Paris, France		http://dbpedia.org/page/Paris					0	2	
PRO45370402612652067	ENTITY	PRO	168,000 units							2	2	
OTH39654563861724880	EVENT	OTHER	refuel VUA	777 break on return to refuel				XXXX-XX-XX		0	1	PRO37154720946869865_Arg1
OTH40536862620178085	EVENT	OTHER	Post-EHU	Ford posted loss			2008-XX-XX			1	1	ORG37406423869806668_Arg0
OTH41487948058953065	EVENT	OTHER	106653-10-delivery				2020-XX-XX			0	0	ORG37154719725500990_Arg0 PRO41488049088478591_Arg1
PRO41488049088478591	ENTITY	PRO	replacement of their 737 narrowbody airliner							0	0	
OTH40819235456428010	EVENT	OTHER	end the day 3 april 2009 dow	dow ending the day 3 april 2009		MS: no er	2009-04-03			0	1	FIN39323676120351079_Arg1
ORG45902696305180469	ENTITY	ORG	Opel		http://dbpedia.org/resource/Opel					1	1	
FIN44177585544056899	ENTITY	FIN	stock and foreign exchange markets			no er				0	1	
OTH40794576584394654	EVENT	OTHER	push back	A380 accident			2007-09-01			0	1	PRO37154719590532628_Arg1 ORG27732565050968096_Arg0
OTH39647117302892058	EVENT	OTHER	use VUA	expression USAF used for Boeing				XXXX-XX-XX		0	1	ORG37154720392556611_Arg0 ORG37154719725500990_Argm-OTHER
ORG44062267768901707	ENTITY	ORG	MICEX and RTS			CONJ				0	1	
SPE57383224153733128	EVENT	SPEECH_COGNITIVE	announced-SE - (Steve Jobs)	Alongside both announcements , Jobs also announced a new iCloud service to sync data among all devices .	announce.01		2011-06-07			1	1	PER19274271332322852_Arg0
PER55724693958738602	ENTITY	PER	Apple engineers	500 Apple engineers attending WWDC 2005						0	1	
FIN55895409053689066	ENTITY	FIN	films price	price wanted by some studios						0	1	
PER46940608338515930	ENTITY	PER	Ian MacDonald	Australian federal industry minister	http://dbpedia.org/resource/Ian_Macdonald_(New_South_Wales_politician)					1	1	
OTH39912380899871981	EVENT	OTHER	receive VUA	Aer Lingus will receive 6 A330s				2009-XX-XX	2011-XX-XX	0	1	ORG27734136303656824_Arg0 PRO39493678270400934_Arg1
SPE39302855565952618	EVENT	SPEECH_COGNITIVE	Announce-EHU	Fiat announced intent purchase			2011-05-27			1	1	ORG37406423743094661_Arg0
OTH36541444180035855	EVENT	OTHER	introduced VUA	introduced iPhone 4			2010-06-07			0	3	PRO36276501830687088_Arg1
OTH40806714456044902	EVENT	OTHER	recover to -36 10 october 2008 dow	dow recovering to -36 10 october 2008		MS: no er	2008-10-10			0	1	FIN39323676120351079_Arg0
PRO39561243401745414	ENTITY	PRO	Side of hangar	at Suvarnabhumi Airport						0	1	
SPE40522677372702195	EVENT	SPEECH_COGNITIVE	Report-EHU	Chrysler, Toyota reported loss			XXXX-XX-XX			1	1	ORG37406424004775673_Arg0 ORG37406423422624299_Arg0
SPE20565101484169245	EVENT	SPEECH_COGNITIVE	announce (iPhone 3GS)				2009-06-09			0	4	PRO19274271938602845_Arg1
OTH57463760018200207	EVENT	OTHER	sells S11-SE - (iTunes Music Store)	iTunes Music Store , which sells digital music that can be downloaded to personal computers .	sell.01		2003-09			1	1	PRO19274271475601598_Arg0
ORG44081970275247719	ENTITY	ORG	Bank of England		http://dbpedia.org/resource/Bank_of_England					0	1	
ORG27984198278053004	ENTITY	ORG	All Nippon Airways (ANA)		http://dbpedia.org/page/All_Nippon_Airways					0	1	
SPE39138785342850739	EVENT	SPEECH_COGNITIVE	Describe-EHU	henderson described New GM			2009-06-01			1	1	PER37406425118763133_Arg0
LOC27738550854291187	ENTITY	LOC	Earth	the World	http://dbpedia.org/resource/Earth					2	17	
OTH39743915276434066	EVENT	OTHER	Outsell-EHU	Ford outsold rivals			2010-02-XX			1	1	ORG37406423869806668_Arg0 ORG37406424004775673_Arg1 ORG37406424148086837_Arg1
SPE39829287518535143	EVENT	SPEECH_COGNITIVE	Report-EHU	GM reported sales decline			XXXX-XX-XX			1	1	ORG37406424148086837_Arg0
PRO47185601955792692	ENTITY	PRO	iOS	 mobile operating system	http://dbpedia.org/resource/IOS					0	1	
PRO39561342181722450	ENTITY	PRO	Winglets	of an Airbus A380						0	1	
PER39473979617591631	ENTITY	PER	industry experts	aircraft experts		no er				0	1	
OTH40433519847341768	EVENT	OTHER	drop 24 october 2008 nasdaq	nasdaq experienced a drop 24 october 2008		MS: no er	2008-10-24			0	1	FIN39324663297288769_Arg1
OTH39924480322304841	EVENT	OTHER	fall	NIKKEI fell to lows 27 oct 2008		MS: no er	2008-10-27			0	1	FIN39755153334854979_Arg1
OTH57301135384410360	EVENT	OTHER	fight-SE - (Steve Jobs)	He has been fighting pancreatic cancer since 2004 	fight.01		2004			3	3	PER19274271332322852_Arg0
SPE39831175491863784	EVENT	SPEECH_COGNITIVE	Warn-EHU	GM warned run out			2009-02-18			1	1	ORG37406424148086837_Arg0
PRO55761173367321809	ENTITY	PRO	iPhone applications	iPhone applications available on the Apple store						0	1	
OTH41491174394430751	EVENT	OTHER	276079-use 787				2011-08-08			0	1	PRO37154719263852456_Arg1
FIN39324663297288769	ENTITY	FIN	NASDAQ Index (NASDAQ composite)	main index of the NASDAQ stock market	http://dbpedia.org/page/Nasdaq_Composite	centroid entity				0	18	
OTH41484432694512569	EVENT	OTHER	71526-13-deal				XXXX-XX-XX			0	1	ORG37154719725500990_Arg0
OTH57383309887481712	EVENT	OTHER	returned S19-SE - (Steve Jobs)	CEO Steve Jobs returned to the stage to reveal Apple 's new cloud services offering , iCloud .			2011-06-07			1	1	PER19274271332322852_Arg0
